0.00039983,0.00029988,0.039983,0.029988,0.078767,0.0597
0.0011875,0.00089688,0.079867,0.0599,0.11628,0.089082
0.0023503,0.0017877,0.11955,0.089663,0.15245,0.11808
0.0038748,0.0029685,0.15894,0.1192,0.18721,0.14663
0.0057468,0.0044348,0.19792,0.14844,0.22049,0.17469
0.0079517,0.0061816,0.23642,0.17731,0.25223,0.2022
0.010474,0.0082036,0.27432,0.20574,0.28238,0.22911
0.013298,0.010495,0.31153,0.23365,0.31088,0.25537
0.016407,0.013048,0.34797,0.26098,0.33768,0.28094
0.019783,0.015858,0.38354,0.28766,0.36273,0.30576
0.023411,0.018915,0.41815,0.31361,0.38598,0.3298
0.027271,0.022213,0.45171,0.33879,0.4074,0.353
0.031345,0.025743,0.48415,0.36311,0.42695,0.37533
0.035614,0.029497,0.51537,0.38653,0.44459,0.39675
0.04006,0.033464,0.54531,0.40898,0.46031,0.41723
0.044663,0.037637,0.57388,0.43041,0.47408,0.43672
0.049404,0.042004,0.60102,0.45077,0.48587,0.4552
0.054263,0.046556,0.62666,0.47,0.49568,0.47265
0.059219,0.051282,0.65073,0.48805,0.50349,0.48902
0.064254,0.056172,0.67318,0.50488,0.5093,0.50431
0.069347,0.061215,0.69394,0.52045,0.51311,0.51848
0.074478,0.0664,0.71297,0.53472,0.51492,0.53152
0.079628,0.071715,0.73021,0.54766,0.51474,0.54342
0.084775,0.07715,0.74563,0.55922,0.51259,0.55417
0.089901,0.082691,0.75919,0.56939,0.50847,0.56374
0.094986,0.088329,0.77085,0.57813,0.50242,0.57215
0.10001,0.09405,0.78058,0.58543,0.49446,0.57938
0.10495,0.099844,0.78836,0.59127,0.48461,0.58543
0.1098,0.1057,0.79417,0.59563,0.47292,0.59032
0.11453,0.1116,0.798,0.5985,0.45942,0.59403
0.11912,0.11754,0.79983,0.59987,0.44415,0.59659
0.12357,0.12351,0.79966,0.59974,0.42717,0.598
0.12784,0.12949,0.79749,0.59812,0.40852,0.59829
0.13192,0.13547,0.79333,0.595,0.38826,0.59746
0.1358,0.14145,0.78719,0.59039,0.36644,0.59554
0.13947,0.1474,0.77908,0.58431,0.34313,0.59255
0.1429,0.15333,0.76902,0.57677,0.3184,0.58852
0.14608,0.15921,0.75704,0.56778,0.29231,0.58348
0.14901,0.16505,0.74317,0.55738,0.26493,0.57746
0.15166,0.17082,0.72744,0.54558,0.23634,0.5705
0.15402,0.17653,0.70989,0.53242,0.20661,0.56263
0.15609,0.18215,0.69057,0.51793,0.17583,0.5539
0.15784,0.18769,0.66952,0.50214,0.14407,0.54434
0.15929,0.19313,0.6468,0.4851,0.11143,0.53402
0.1604,0.19847,0.62246,0.46684,0.077978,0.52296
0.16118,0.2037,0.59656,0.44742,0.043813,0.51122
0.16162,0.20882,0.56918,0.42688,0.009022,0.49886
0.16171,0.2138,0.54037,0.40528,-0.026305,0.48593
0.16144,0.21866,0.51021,0.38266,-0.062075,0.47248
0.16082,0.22339,0.47878,0.35908,-0.098198,0.45858
0.15984,0.22797,0.44615,0.33461,-0.13458,0.44428
0.1585,0.23242,0.4124,0.3093,-0.17112,0.42964
0.15678,0.23671,0.37762,0.28322,-0.20774,0.41472
0.15471,0.24086,0.3419,0.25643,-0.24433,0.3996
0.15226,0.24486,0.30533,0.229,-0.28081,0.38433
0.14946,0.2487,0.26799,0.20099,-0.31707,0.36898
0.14629,0.25239,0.22998,0.17249,-0.35304,0.35361
0.14275,0.25593,0.1914,0.14355,-0.38861,0.3383
0.13887,0.25931,0.15234,0.11425,-0.42371,0.3231
0.13463,0.26254,0.1129,0.084672,-0.45823,0.3081
0.13005,0.26562,0.073172,0.054879,-0.49209,0.29335
0.12513,0.26855,0.033265,0.024948,-0.52521,0.27892
0.11988,0.27134,-0.0067258,-0.0050443,-0.55751,0.26488
0.1143,0.27399,-0.046699,-0.035024,-0.5889,0.2513
0.10841,0.27651,-0.086556,-0.064917,-0.61931,0.23824
0.10222,0.27889,-0.1262,-0.094647,-0.64867,0.22577
0.095733,0.28115,-0.16552,-0.12414,-0.6769,0.21396
0.088964,0.28329,-0.20443,-0.15332,-0.70393,0.20286
0.081924,0.28531,-0.24283,-0.18212,-0.7297,0.19255
0.074627,0.28724,-0.28063,-0.21047,-0.75414,0.18307
0.067086,0.28907,-0.31772,-0.23829,-0.77721,0.1745
0.059314,0.29082,-0.35402,-0.26551,-0.79884,0.16688
0.051325,0.29248,-0.38943,-0.29207,-0.81898,0.16029
0.043136,0.29409,-0.42387,-0.3179,-0.83759,0.15476
0.03476,0.29563,-0.45725,-0.34294,-0.85463,0.15035
